Fecha,Valor IPSA
1995-05-19,1012.19
1995-05-22,1002.66
1995-05-23,1017.73
1995-05-24,1025.8
1995-05-25,1016.28
1995-05-26,1013.84
1995-05-29,1024.15
1995-05-30,1019.78
1995-05-31,1013.94
1995-06-01,1018.8
1995-06-02,1022.69
1995-06-05,1037.47
1995-06-06,1044.96
1995-06-07,1031.44
1995-06-08,1020.07
1995-06-09,1019.97
1995-06-12,999.36
1995-06-13,1012.58
1995-06-14,1001.59
1995-06-16,999.55
1995-06-19,977.58
1995-06-20,991.09
1995-06-21,1003.44
1995-06-22,1011.41
1995-06-23,1000.62
1995-06-26,1001.69
1995-06-27,1000.82
1995-06-28,1015.79
1995-06-30,1037.47
1995-07-03,1050.21
1995-07-04,1013.84
1995-07-05,1036.11
1995-07-06,1058.67
1995-07-07,1059.35
1995-07-10,1075.98
1995-07-11,1085.7
1995-07-12,1079.19
1995-07-13,1061.49
1995-07-14,1062.46
1995-07-17,1056.43
1995-07-18,1053.03
1995-07-19,1041.36
1995-07-20,1044.96
1995-07-21,1033.39
1995-07-24,1017.93
1995-07-25,1018.61
1995-07-26,1019.68
1995-07-27,1017.54
1995-07-28,1009.28
1995-07-31,994.88
1995-08-01,997.12
1995-08-02,1006.46
1995-08-03,1005.39
1995-08-04,1002.47
1995-08-07,995.37
1995-08-08,984.58
1995-08-09,972.42
1995-08-10,975.05
1995-08-11,961.24
1995-08-14,933.73
1995-08-15,933.73
1995-08-16,944.42
1995-08-17,971.26
1995-08-18,993.33
1995-08-21,980.49
1995-08-22,968.24
1995-08-23,952.88
1995-08-24,942.77
1995-08-25,942.09
1995-08-28,932.46
1995-08-29,944.42
1995-08-30,952.88
1995-08-31,957.06
1995-09-01,957.64
1995-09-04,962.41
1995-09-05,955.89
1995-09-06,952.3
1995-09-07,945.88
1995-09-08,938.59
1995-09-12,932.56
1995-09-13,935.96
1995-09-14,938.2
1995-09-15,947.44
1995-09-20,945.49
1995-09-21,936.55
1995-09-22,932.17
1995-09-25,921.18
1995-09-26,901.25
1995-09-27,903.78
1995-09-28,924.78
1995-09-29,934.7
1995-10-02,931.59
1995-10-03,921.38
1995-10-04,914.96
1995-10-05,925.95
1995-10-06,935.18
1995-10-09,929.54
1995-10-10,923.03
1995-10-11,936.35
1995-10-13,947.53
1995-10-16,954.53
1995-10-17,971.55
1995-10-18,964.94
1995-10-19,955.8
1995-10-20,956.87
1995-10-23,979.33
1995-10-24,983.99
1995-10-25,975.73
1995-10-26,962.99
1995-10-27,985.94
1995-10-30,974.37
1995-10-31,968.73
1995-11-02,954.82
1995-11-03,948.99
1995-11-06,931.88
1995-11-07,935.77
1995-11-08,925.95
1995-11-09,917.58
1995-11-10,906.69
1995-11-13,901.25
1995-11-14,917.39
1995-11-15,919.72
1995-11-16,915.06
1995-11-17,923.13
1995-11-20,925.17
1995-11-21,934.41
1995-11-22,932.75
1995-11-23,921.57
1995-11-24,930.32
1995-11-27,918.65
1995-11-28,913.99
1995-11-29,915.64
1995-11-30,921.77
1995-12-01,939.07
1995-12-04,973.4
1995-12-05,954.05
1995-12-06,951.91
1995-12-07,946.56
1995-12-11,949.38
1995-12-12,964.06
1995-12-13,969.31
1995-12-14,969.51
1995-12-15,986.33
1995-12-18,987.01
1995-12-19,990.61
1995-12-20,991.77
1995-12-21,996.34
1995-12-22,1000.43
1995-12-26,984.29
1995-12-27,984.48
1995-12-28,988.56
1995-12-29,983.99
1996-01-02,1024.71
1996-01-03,1037.65
1996-01-04,1035.63
1996-01-05,1042.94
1996-01-08,1044.29
1996-01-09,1045.3
1996-01-10,1034.28
1996-01-11,1034.39
1996-01-12,1040.8
1996-01-15,1034.61
1996-01-16,1040.24
1996-01-17,1048.34
1996-01-18,1048.46
1996-01-19,1044.74
1996-01-22,1033.71
1996-01-23,1033.38
1996-01-24,1034.39
1996-01-25,1031.58
1996-01-26,1009.29
1996-01-29,1014.36
1996-01-30,1009.74
1996-01-31,1015.15
1996-02-01,1033.49
1996-02-02,1042.83
1996-02-05,1036.53
1996-02-06,1024.37
1996-02-07,1028.65
1996-02-08,1027.07
1996-02-09,1024.82
1996-02-12,1010.19
1996-02-13,1010.87
1996-02-14,1014.47
1996-02-15,1001.42
1996-02-16,999.05
1996-02-19,995.12
1996-02-20,1006.26
1996-02-21,1025.27
1996-02-22,1019.2
1996-02-23,1014.81
1996-02-26,1015.15
1996-02-27,1022.8
1996-02-28,1018.07
1996-02-29,1015.15
1996-03-01,1021.45
1996-03-04,1022.24
1996-03-05,1014.92
1996-03-06,1005.13
1996-03-07,999.05
1996-03-08,985.89
1996-03-11,996.92
1996-03-12,998.6
1996-03-13,1000.63
1996-03-14,1000.63
1996-03-15,994.55
1996-03-18,992.86
1996-03-19,987.91
1996-03-20,989.49
1996-03-21,984.65
1996-03-22,989.26
1996-03-25,983.3
1996-03-26,969.8
1996-03-27,967.77
1996-03-28,972.38
1996-03-29,973.51
1996-04-01,963.49
1996-04-02,964.84
1996-04-03,948.75
1996-04-04,947.06
1996-04-08,942.79
1996-04-09,945.49
1996-04-10,953.82
1996-04-11,956.85
1996-04-12,967.1
1996-04-15,977.34
1996-04-16,982.06
1996-04-17,984.76
1996-04-18,989.04
1996-04-19,1006.37
1996-04-22,1016.61
1996-04-23,1015.48
1996-04-24,1010.53
1996-04-25,1019.53
1996-04-26,1029.44
1996-04-29,1022.01
1996-04-30,1014.13
1996-05-02,1021.67
1996-05-03,1023.14
1996-05-06,1025.16
1996-05-07,1033.15
1996-05-08,1036.3
1996-05-09,1041.37
1996-05-10,1037.99
1996-05-13,1032.14
1996-05-14,1038.55
1996-05-15,1030.11
1996-05-16,1020.32
1996-05-17,1016.5
1996-05-20,1023.59
1996-05-22,1011.1
1996-05-23,1005.58
1996-05-24,1004.68
1996-05-27,999.05
1996-05-28,990.39
1996-05-29,987.69
1996-05-30,989.26
1996-05-31,993.65
1996-06-03,979.36
1996-06-04,966.42
1996-06-05,979.14
1996-06-07,993.88
1996-06-10,999.17
1996-06-11,999.05
1996-06-12,1017.85
1996-06-13,1037.31
1996-06-14,1032.14
1996-06-17,1023.81
1996-06-18,1031.01
1996-06-19,1029.44
1996-06-20,1027.75
1996-06-21,1031.46
1996-06-24,1025.61
1996-06-25,1020.21
1996-06-26,1024.37
1996-06-27,1029.66
1996-06-28,1039.79
1996-07-01,1054.19
1996-07-02,1061.51
1996-07-03,1064.21
1996-07-04,1072.31
1996-07-05,1074.0
1996-07-08,1071.86
1996-07-09,1074.23
1996-07-10,1064.32
1996-07-11,1060.5
1996-07-12,1048.12
1996-07-15,1040.13
1996-07-16,1034.5
1996-07-17,1028.76
1996-07-18,1037.65
1996-07-19,1041.25
1996-07-22,1035.18
1996-07-23,1035.51
1996-07-24,1031.01
1996-07-25,1023.14
1996-07-26,1024.04
1996-07-29,1013.46
1996-07-30,1016.72
1996-07-31,1015.6
1996-08-01,1016.5
1996-08-02,1030.45
1996-08-05,1024.94
1996-08-06,1015.6
1996-08-07,1009.29
1996-08-08,1005.58
1996-08-09,1007.61
1996-08-12,999.84
1996-08-13,990.61
1996-08-14,989.49
1996-08-16,1001.19
1996-08-19,997.7
1996-08-20,1000.52
1996-08-21,1002.88
1996-08-22,1004.34
1996-08-23,997.03
1996-08-26,985.1
1996-08-27,986.11
1996-08-28,985.33
1996-08-29,981.05
1996-08-30,980.82
1996-09-02,978.91
1996-09-03,980.6
1996-09-04,980.71
1996-09-05,986.34
1996-09-06,997.82
1996-09-09,997.03
1996-09-10,996.35
1996-09-12,997.48
1996-09-13,997.25
1996-09-16,997.03
1996-09-17,999.95
1996-09-20,1002.77
1996-09-23,1012.33
1996-09-24,1015.82
1996-09-25,1010.53
1996-09-26,1011.1
1996-09-27,1010.31
1996-09-30,1006.03
1996-10-01,1005.92
1996-10-02,1011.32
1996-10-03,1019.87
1996-10-04,1031.35
1996-10-07,1040.92
1996-10-08,1052.39
1996-10-09,1050.71
1996-10-10,1042.04
1996-10-11,1044.07
1996-10-14,1041.14
1996-10-15,1036.53
1996-10-16,1035.96
1996-10-17,1035.06
1996-10-18,1037.2
1996-10-21,1026.51
1996-10-22,1022.57
1996-10-23,1017.96
1996-10-24,1027.86
1996-10-25,1023.25
1996-10-28,1018.07
1996-10-29,1009.63
1996-10-30,997.93
1996-10-31,1006.82
1996-11-04,1000.52
1996-11-05,998.6
1996-11-06,997.93
1996-11-07,991.96
1996-11-08,989.49
1996-11-11,990.95
1996-11-12,999.05
1996-11-13,991.85
1996-11-14,983.75
1996-11-15,972.95
1996-11-18,966.76
1996-11-19,965.63
1996-11-20,978.46
1996-11-21,976.66
1996-11-22,977.67
1996-11-25,976.77
1996-11-26,966.2
1996-11-27,959.11
1996-11-28,948.3
1996-11-29,945.94
1996-12-02,933.34
1996-12-03,935.02
1996-12-04,935.25
1996-12-05,922.98
1996-12-06,914.32
1996-12-09,924.56
1996-12-10,935.92
1996-12-11,927.6
1996-12-12,922.31
1996-12-13,910.15
1996-12-16,906.1
1996-12-17,898.79
1996-12-18,898.0
1996-12-19,901.94
1996-12-20,905.32
1996-12-23,897.33
1996-12-24,895.3
1996-12-26,905.88
1996-12-27,906.33
1996-12-30,900.59
1997-01-02,904.64
1997-01-03,929.62
1997-01-06,952.58
1997-01-07,965.97
1997-01-08,981.95
1997-01-09,973.28
1997-01-10,971.03
1997-01-13,979.92
1997-01-14,999.28
1997-01-15,1009.86
1997-01-16,1003.33
1997-01-17,1019.42
1997-01-20,1036.75
1997-01-21,1001.98
1997-01-22,981.05
1997-01-23,998.27
1997-01-24,975.76
1997-01-27,957.98
1997-01-28,970.81
1997-01-29,973.28
1997-01-30,989.15
1997-01-31,995.45
1997-02-03,1006.71
1997-02-04,1006.37
1997-02-05,1005.92
1997-02-06,1005.36
1997-02-07,1043.73
1997-02-10,1041.93
1997-02-11,1029.21
1997-02-12,1038.22
1997-02-13,1048.46
1997-02-14,1042.49
1997-02-17,1037.43
1997-02-18,1043.39
1997-02-19,1039.45
1997-02-20,1038.67
1997-02-21,1043.62
1997-02-24,1042.83
1997-02-25,1066.57
1997-02-26,1066.01
1997-02-27,1057.68
1997-02-28,1044.4
1997-03-03,1031.46
1997-03-04,1027.97
1997-03-05,1027.52
1997-03-06,1036.19
1997-03-07,1053.18
1997-03-10,1054.64
1997-03-11,1057.8
1997-03-12,1052.06
1997-03-13,1040.58
1997-03-14,1045.3
1997-03-17,1031.8
1997-03-18,1017.96
1997-03-19,1009.18
1997-03-20,1004.46
1997-03-21,1016.95
1997-03-24,1020.66
1997-03-25,1021.34
1997-03-26,1021.11
1997-03-27,1031.46
1997-03-31,1023.25
1997-04-01,1022.91
1997-04-02,1032.7
1997-04-03,1054.31
1997-04-04,1045.42
1997-04-07,1050.48
1997-04-08,1056.45
1997-04-09,1062.18
1997-04-10,1077.26
1997-04-11,1065.56
1997-04-14,1054.98
1997-04-15,1045.19
1997-04-16,1061.96
1997-04-17,1051.16
1997-04-18,1057.46
1997-04-21,1049.58
1997-04-22,1056.0
1997-04-23,1062.18
1997-04-24,1061.62
1997-04-25,1054.53
1997-04-28,1054.08
1997-04-29,1065.79
1997-04-30,1069.84
1997-05-02,1074.79
1997-05-05,1073.66
1997-05-06,1077.04
1997-05-07,1074.34
1997-05-08,1081.31
1997-05-09,1086.04
1997-05-12,1084.92
1997-05-13,1076.7
1997-05-14,1068.94
1997-05-15,1070.06
1997-05-16,1079.29
1997-05-19,1090.54
1997-05-20,1097.97
1997-05-22,1113.95
1997-05-23,1127.68
1997-05-26,1128.8
1997-05-27,1137.02
1997-05-28,1145.12
1997-05-30,1169.76
1997-06-02,1202.85
1997-06-03,1201.5
1997-06-04,1200.15
1997-06-05,1178.54
1997-06-09,1177.64
1997-06-10,1189.79
1997-06-11,1213.76
1997-06-12,1234.47
1997-06-13,1226.03
1997-06-16,1210.28
1997-06-17,1199.25
1997-06-18,1192.27
1997-06-19,1198.57
1997-06-20,1196.88
1997-06-23,1184.28
1997-06-24,1192.95
1997-06-25,1185.41
1997-06-26,1184.51
1997-06-27,1185.41
1997-06-30,1184.84
1997-07-01,1203.3
1997-07-02,1217.59
1997-07-03,1230.53
1997-07-04,1235.93
1997-07-07,1224.79
1997-07-08,1226.71
1997-07-09,1227.27
1997-07-10,1222.65
1997-07-11,1212.75
1997-07-14,1205.1
1997-07-15,1182.03
1997-07-16,1194.63
1997-07-17,1183.94
1997-07-18,1170.55
1997-07-21,1146.7
1997-07-22,1161.77
1997-07-23,1181.02
1997-07-24,1196.32
1997-07-25,1212.3
1997-07-28,1198.35
1997-07-29,1204.76
1997-07-30,1212.75
1997-07-31,1207.57
1997-08-01,1221.98
1997-08-04,1223.89
1997-08-05,1206.9
1997-08-06,1215.9
1997-08-07,1213.88
1997-08-08,1207.46
1997-08-11,1192.05
1997-08-12,1180.0
1997-08-13,1175.62
1997-08-14,1190.81
1997-08-18,1182.03
1997-08-19,1190.81
1997-08-20,1206.34
1997-08-21,1196.32
1997-08-22,1181.92
1997-08-25,1173.25
1997-08-26,1170.55
1997-08-27,1168.86
1997-08-28,1155.7
1997-08-29,1146.02
1997-09-01,1143.99
1997-09-02,1167.18
1997-09-03,1198.01
1997-09-04,1191.93
1997-09-05,1185.74
1997-09-08,1176.97
1997-09-09,1184.39
1997-09-10,1179.67
1997-09-12,1177.87
1997-09-15,1164.7
1997-09-16,1175.39
1997-09-17,1182.82
1997-09-22,1181.58
1997-09-23,1169.99
1997-09-24,1162.56
1997-09-25,1150.52
1997-09-26,1155.36
1997-09-29,1155.92
1997-09-30,1151.65
1997-10-01,1151.98
1997-10-02,1143.54
1997-10-03,1142.98
1997-10-06,1131.62
1997-10-07,1118.34
1997-10-08,1106.97
1997-10-09,1121.6
1997-10-10,1118.45
1997-10-13,1116.87
1997-10-14,1106.07
1997-10-15,1101.68
1997-10-16,1101.01
1997-10-17,1090.09
1997-10-20,1088.29
1997-10-21,1094.59
1997-10-22,1108.1
1997-10-23,1093.92
1997-10-24,1086.04
1997-10-27,1030.68
1997-10-28,1028.2
1997-10-29,1044.18
1997-10-30,1055.88
1997-10-31,1065.0
1997-11-03,1075.24
1997-11-04,1066.24
1997-11-05,1070.74
1997-11-06,1057.8
1997-11-07,1033.6
1997-11-10,1037.43
1997-11-11,1034.28
1997-11-12,1018.86
1997-11-13,1012.22
1997-11-14,1015.26
1997-11-17,1025.95
1997-11-18,1018.75
1997-11-19,1019.65
1997-11-20,1026.51
1997-11-21,1035.18
1997-11-24,1031.58
1997-11-25,1031.46
1997-11-26,1038.78
1997-11-27,1038.44
1997-11-28,1037.43
1997-12-01,1042.83
1997-12-02,1046.65
1997-12-03,1041.37
1997-12-04,1048.79
1997-12-05,1047.33
1997-12-09,1035.96
1997-12-10,1020.77
1997-12-12,1017.17
1997-12-15,1009.41
1997-12-16,1006.59
1997-12-17,1013.46
1997-12-18,1003.44
1997-12-19,987.8
1997-12-22,983.75
1997-12-23,979.25
1997-12-24,981.95
1997-12-26,979.59
1997-12-29,992.3
1997-12-30,1019.31
1997-12-31,1016.72
1998-01-02,1025.72
1998-01-05,1025.16
1998-01-06,1012.45
1998-01-07,987.91
1998-01-08,957.08
1998-01-09,917.58
1998-01-12,915.44
1998-01-13,904.75
1998-01-14,895.64
1998-01-15,885.74
1998-01-16,904.87
1998-01-19,918.26
1998-01-20,915.56
1998-01-21,904.98
1998-01-22,892.94
1998-01-23,890.01
1998-01-26,886.52
1998-01-27,871.22
1998-01-28,876.62
1998-01-29,881.01
1998-01-30,907.23
1998-02-02,939.19
1998-02-03,932.1
1998-02-04,919.61
1998-02-05,908.35
1998-02-06,909.03
1998-02-09,903.63
1998-02-10,901.26
1998-02-11,900.48
1998-02-12,901.6
1998-02-13,914.99
1998-02-16,917.81
1998-02-17,943.24
1998-02-18,964.17
1998-02-19,972.83
1998-02-20,974.75
1998-02-23,980.71
1998-02-24,966.76
1998-02-25,965.74
1998-02-26,989.71
1998-02-27,1001.42
1998-03-02,1018.3
1998-03-03,1021.22
1998-03-04,1019.99
1998-03-05,1017.51
1998-03-06,1039.34
1998-03-09,1034.39
1998-03-10,1043.5
1998-03-11,1050.03
1998-03-12,1046.88
1998-03-13,1061.4
1998-03-16,1066.69
1998-03-17,1060.72
1998-03-18,1042.04
1998-03-19,1039.9
1998-03-20,1068.49
1998-03-23,1060.05
1998-03-24,1057.35
1998-03-25,1048.34
1998-03-26,1057.23
1998-03-27,1053.74
1998-03-30,1056.33
1998-03-31,1062.63
1998-04-01,1065.34
1998-04-02,1072.42
1998-04-03,1070.62
1998-04-06,1073.78
1998-04-07,1060.05
1998-04-08,1053.74
1998-04-09,1058.47
1998-04-13,1042.6
1998-04-14,1039.45
1998-04-15,1032.25
1998-04-16,1018.97
1998-04-17,1010.76
1998-04-20,992.41
1998-04-21,991.51
1998-04-22,996.58
1998-04-23,990.73
1998-04-24,983.19
1998-04-27,972.16
1998-04-28,980.94
1998-04-29,986.56
1998-04-30,995.34
1998-05-04,998.38
1998-05-05,995.34
1998-05-06,995.57
1998-05-07,991.96
1998-05-08,986.45
1998-05-11,972.05
1998-05-12,965.07
1998-05-13,947.85
1998-05-14,943.46
1998-05-15,934.57
1998-05-18,925.46
1998-05-19,922.65
1998-05-20,932.77
1998-05-22,940.2
1998-05-25,937.84
1998-05-26,922.08
1998-05-27,914.32
1998-05-28,909.03
1998-05-29,910.27
1998-06-01,899.69
1998-06-02,891.7
1998-06-03,902.73
1998-06-04,906.44
1998-06-05,914.21
1998-06-08,915.67
1998-06-09,934.24
1998-06-10,913.53
1998-06-12,891.02
1998-06-15,860.08
1998-06-16,848.94
1998-06-17,864.47
1998-06-18,858.05
1998-06-19,856.48
1998-06-22,846.12
1998-06-23,850.63
1998-06-24,849.16
1998-06-25,836.78
1998-06-26,850.63
1998-06-30,860.87
1998-07-01,864.58
1998-07-02,852.76
1998-07-03,845.67
1998-07-06,844.66
1998-07-07,840.27
1998-07-08,855.69
1998-07-09,861.88
1998-07-10,860.42
1998-07-13,866.49
1998-07-14,882.58
1998-07-15,895.86
1998-07-16,911.05
1998-07-17,943.35
1998-07-20,942.23
1998-07-21,927.93
1998-07-22,914.32
1998-07-23,910.15
1998-07-24,912.86
1998-07-27,911.62
1998-07-28,904.87
1998-07-29,898.0
1998-07-30,892.94
1998-07-31,902.61
1998-08-03,900.48
1998-08-04,889.79
1998-08-05,886.07
1998-08-06,882.13
1998-08-07,875.27
1998-08-10,864.8
1998-08-11,838.02
1998-08-12,832.4
1998-08-13,827.56
1998-08-14,825.19
1998-08-17,808.76
1998-08-18,802.46
1998-08-19,792.11
